,uid,latitude,longitude,date,split,geometry,index_right,index,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME_x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NAME_y,median_household_income,median_family_income,total_pop_race,poverty,total_pop,white,black,asian,hispanic_latino,aian,nhpi,other,multi,state,county,tract,poverty_rate,percent_white,percent_black,percent_asian,percent_nonwhite,percent_hispanic_latino,percent_aian,percent_nhpi,percent_other,percent_multi,poverty_rate_state,percent_white_state,percent_black_state,percent_asian_state,percent_aian_state,percent_nhpi_state,percent_other_state,percent_multi_state,percent_hispanic_latino_state,percent_nonwhite_state,NAME,median_household_income_state_overall,median_family_income_state_overall,total_pop_race_state_overall,poverty_state_overall,total_pop_state_overall,white_state_overall,black_state_overall,asian_state_overall,hispanic_latino_state_overall,aian_state_overall,nhpi_state_overall,other_state_overall,multi_state_overall,poverty_rate_bin,percent_white_bin,percent_black_bin,percent_asian_bin,percent_aian_bin,percent_nhpi_bin,percent_other_bin,percent_multi_bin,percent_hispanic_latino_bin,percent_nonwhite_bin,missing_pop,low_income
3181,ueay,37.2616,-120.906,2021-03-19,train,POINT (-120.906 37.2616),37460.0,2247.0,06,047,002000,06047002000,20,Census Tract 20,G5020,S,585314653.0,21109052.0,+37.2000819,-120.9591276,"Census Tract 20, Merced County, California",60521.0,61443.0,8712.0,1871.0,8712.0,6316.0,14.0,20.0,5420.0,37.0,0.0,2069.0,256.0,06,047,002000,0.21476124885215794,0.7249770431588614,0.0016069788797061523,0.002295684113865932,0.27502295684113864,0.6221303948576676,0.004247015610651974,0.0,0.23748852157943068,0.02938475665748393,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,0,1,0,1,0,0,1
3182,uebh,37.6106,-121.229,2020-09-08,test,POINT (-121.229 37.6106),42403.0,7190.0,06,099,003300,06099003300,33,Census Tract 33,G5020,S,640784431.0,2596432.0,+37.4975520,-121.3425653,"Census Tract 33, Stanislaus County, California",71595.0,70733.0,6076.0,585.0,6076.0,5472.0,175.0,48.0,4092.0,0.0,6.0,361.0,14.0,06,099,003300,0.09628044766293614,0.9005924950625411,0.02880184331797235,0.007899934167215274,0.09940750493745885,0.673469387755102,0.0,0.0009874917709019092,0.05941408821593153,0.002304147465437788,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,0,1,0,0,0,0,0,0,1,0,0,1
3183,uedj,35.9079101337046,-79.1411641678332,2020-10-22,train,POINT (-79.1411641678332 35.9079101337046),18483.0,140.0,37,135,011203,37135011203,112.03,Census Tract 112.03,G5020,S,160202555.0,881735.0,+35.9437879,-079.2193231,"Census Tract 112.03, Orange County, North Carolina",72917.0,89797.0,6469.0,392.0,6469.0,5818.0,332.0,247.0,381.0,0.0,0.0,5.0,67.0,37,135,011203,0.0605966919152883,0.8993662080692534,0.051321688050703355,0.03818209924254135,0.10063379193074663,0.05889627454011439,0.0,0.0,0.000772916988715412,0.01035708764878652,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,1,0,0,0,0,0,0,0,0
3184,ueia,35.8932824452097,-79.0240915314363,2021-11-08,test,POINT (-79.0240915314363 35.8932824452097),19283.0,940.0,37,135,012201,37135012201,122.01,Census Tract 122.01,G5020,S,19888316.0,70476.0,+35.8840523,-079.0383129,"Census Tract 122.01, Orange County, North Carolina",129323.0,187679.0,2814.0,222.0,2814.0,2336.0,256.0,179.0,82.0,10.0,0.0,8.0,25.0,37,135,012201,0.07889125799573561,0.830135039090263,0.09097370291400142,0.06361051883439943,0.16986496090973702,0.02914001421464108,0.0035536602700781805,0.0,0.0028429282160625444,0.008884150675195452,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,1,0,0,0,0,0,0,0,0
3185,ueph,40.073179,-76.894562,2018-08-20,test,POINT (-76.89456199999999 40.073179),29757.0,2067.0,42,133,020320,42133020320,203.20,Census Tract 203.20,G5020,S,164317890.0,2224797.0,+40.0471142,-076.9528017,"Census Tract 203.20, York County, Pennsylvania",73068.0,79797.0,7528.0,367.0,7528.0,7435.0,10.0,14.0,38.0,0.0,0.0,4.0,65.0,42,133,020320,0.04875132837407014,0.9876461211477152,0.001328374070138151,0.0018597236981934113,0.012353878852284804,0.005047821466524973,0.0,0.0,0.0005313496280552603,0.00863443145589798,0.11959920000397792,0.7980483267693352,0.12211424549149144,0.030980270194210638,0.0019295997156271564,0.00034885889501186384,0.020211395998964137,0.02636730293535956,0.07015937196344414,0.2019516732306648,Pennsylvania,61744.0,78521.0,12791530.0,1406077.0,12791530.0,10300602.0,1430664.0,436324.0,935216.0,24691.0,4198.0,275177.0,319874.0,0,1,0,0,0,0,0,0,0,0,0,0
3186,ueqt,41.55443,-75.70577,2021-06-14,test,POINT (-75.70577 41.55443),28129.0,439.0,42,069,110300,42069110300,1103,Census Tract 1103,G5020,S,64150142.0,1035962.0,+41.5388080,-075.7316760,"Census Tract 1103, Lackawanna County, Pennsylvania",74792.0,85761.0,3887.0,187.0,3887.0,3717.0,45.0,77.0,80.0,1.0,0.0,4.0,43.0,42,069,110300,0.048109081553897606,0.9562644713146385,0.011577051710830975,0.01980962181631078,0.043735528685361465,0.02058142526369951,0.0002572678157962439,0.0,0.0010290712631849757,0.011062516079238487,0.11959920000397792,0.7980483267693352,0.12211424549149144,0.030980270194210638,0.0019295997156271564,0.00034885889501186384,0.020211395998964137,0.02636730293535956,0.07015937196344414,0.2019516732306648,Pennsylvania,61744.0,78521.0,12791530.0,1406077.0,12791530.0,10300602.0,1430664.0,436324.0,935216.0,24691.0,4198.0,275177.0,319874.0,0,1,0,0,0,0,0,0,0,0,0,0
3187,ueut,35.891450102065,-79.0094263816541,2020-12-10,test,POINT (-79.00942638165409 35.891450102065),18994.0,651.0,37,063,002019,37063002019,20.19,Census Tract 20.19,G5020,S,20478461.0,568051.0,+35.8887407,-078.9888094,"Census Tract 20.19, Durham County, North Carolina",75931.0,124537.0,5064.0,302.0,5064.0,3892.0,731.0,381.0,57.0,0.0,0.0,13.0,47.0,37,063,002019,0.05963665086887836,0.768562401263823,0.14435229067930488,0.07523696682464455,0.23143759873617695,0.011255924170616114,0.0,0.0,0.0025671406003159557,0.009281200631911532,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,1,0,0,0,0,0,0,0,0
3188,ufck,35.8752074670697,-78.8794285285,2020-12-10,test,POINT (-78.8794285285 35.8752074670697),19000.0,657.0,37,063,980100,37063980100,9801,Census Tract 9801,G5020,S,21187580.0,188875.0,+35.9038564,-078.8659073,"Census Tract 9801, Durham County, North Carolina",-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,063,980100,,,,,,,,,,,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,0,0,0,0,0,0,0,0,0,1,1
3189,uffi,40.03003,-77.30035,2019-08-28,test,POINT (-77.30034999999999 40.03003),29465.0,1775.0,42,041,012702,42041012702,127.02,Census Tract 127.02,G5020,S,157135541.0,558870.0,+40.0716027,-077.3399971,"Census Tract 127.02, Cumberland County, Pennsylvania",70957.0,77193.0,4535.0,411.0,4535.0,4394.0,43.0,0.0,74.0,0.0,0.0,61.0,37.0,42,041,012702,0.09062844542447629,0.9689084895259096,0.00948180815876516,0.0,0.03109151047409041,0.01631753031973539,0.0,0.0,0.013450937155457553,0.008158765159867696,0.11959920000397792,0.7980483267693352,0.12211424549149144,0.030980270194210638,0.0019295997156271564,0.00034885889501186384,0.020211395998964137,0.02636730293535956,0.07015937196344414,0.2019516732306648,Pennsylvania,61744.0,78521.0,12791530.0,1406077.0,12791530.0,10300602.0,1430664.0,436324.0,935216.0,24691.0,4198.0,275177.0,319874.0,0,1,0,0,0,0,0,0,0,0,0,1
3190,ufpr,35.6792808752576,-79.2132029352923,2018-02-21,test,POINT (-79.2132029352923 35.6792808752576),19420.0,1077.0,37,037,020800,37037020800,208,Census Tract 208,G5020,S,181755283.0,14479953.0,+35.7143431,-079.1474408,"Census Tract 208, Chatham County, North Carolina",65282.0,86213.0,9288.0,542.0,9288.0,7414.0,1555.0,109.0,439.0,0.0,0.0,39.0,171.0,37,037,020800,0.05835486649440138,0.7982342807924203,0.16742032730404824,0.01173557278208441,0.20176571920757969,0.04726528854435831,0.0,0.0,0.004198966408268734,0.018410852713178296,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
3191,ugaw,36.15,-79.1070189329287,2020-09-23,train,POINT (-79.1070189329287 36.15),18727.0,384.0,37,135,010802,37135010802,108.02,Census Tract 108.02,G5020,S,147936740.0,691504.0,+36.1846790,-079.0316950,"Census Tract 108.02, Orange County, North Carolina",77188.0,94688.0,4880.0,227.0,4880.0,4476.0,297.0,33.0,227.0,0.0,0.0,14.0,60.0,37,135,010802,0.04651639344262295,0.9172131147540984,0.06086065573770492,0.006762295081967213,0.08278688524590164,0.04651639344262295,0.0,0.0,0.0028688524590163933,0.012295081967213115,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
3192,ugdj,35.74,-79.02,2019-05-16,train,POINT (-79.02 35.74),18887.0,544.0,37,037,020702,37037020702,207.02,Census Tract 207.02,G5020,S,230213843.0,33321504.0,+35.6676277,-079.0132905,"Census Tract 207.02, Chatham County, North Carolina",65486.0,91351.0,3996.0,309.0,3996.0,3480.0,350.0,42.0,357.0,0.0,0.0,99.0,25.0,37,037,020702,0.07732732732732733,0.8708708708708709,0.08758758758758758,0.010510510510510511,0.12912912912912913,0.08933933933933934,0.0,0.0,0.024774774774774775,0.006256256256256257,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
3193,ugji,39.42401,-75.68735,2017-06-19,train,POINT (-75.68735 39.42401),1634.0,176.0,10,003,016804,10003016804,168.04,Census Tract 168.04,G5020,S,60989953.0,3333505.0,+39.4333145,-075.6385525,"Census Tract 168.04, New Castle County, Delaware",107278.0,118340.0,7581.0,237.0,7581.0,5374.0,1525.0,266.0,524.0,0.0,0.0,280.0,136.0,10,003,016804,0.03126236644242184,0.7088774567998944,0.20116079672866377,0.03508771929824561,0.29112254320010555,0.06912016884316054,0.0,0.0,0.03693444136657433,0.01793958580662182,0.11134794229986097,0.6911524499921867,0.22311119298549087,0.03507422536826975,0.00399232931081646,0.0005018947689540405,0.01997483968304265,0.026193067891239544,0.09231635562828512,0.3088475500078134,Delaware,68287.0,83127.0,957248.0,99177.0,957248.0,658237.0,212302.0,37009.0,88364.0,3729.0,542.0,18350.0,27079.0,0,1,0,1,0,0,1,0,0,0,0,0
3194,ugkf,37.2639,-120.906,2020-01-22,train,POINT (-120.906 37.2639),37460.0,2247.0,06,047,002000,06047002000,20,Census Tract 20,G5020,S,585314653.0,21109052.0,+37.2000819,-120.9591276,"Census Tract 20, Merced County, California",60521.0,61443.0,8712.0,1871.0,8712.0,6316.0,14.0,20.0,5420.0,37.0,0.0,2069.0,256.0,06,047,002000,0.21476124885215794,0.7249770431588614,0.0016069788797061523,0.002295684113865932,0.27502295684113864,0.6221303948576676,0.004247015610651974,0.0,0.23748852157943068,0.02938475665748393,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,0,1,0,1,0,0,1
3195,ugoe,36.06,-78.76,2019-04-17,train,POINT (-78.76000000000001 36.06),18997.0,654.0,37,063,001806,37063001806,18.06,Census Tract 18.06,G5020,S,35553236.0,4628390.0,+36.0194166,-078.7902720,"Census Tract 18.06, Durham County, North Carolina",59601.0,70332.0,7416.0,721.0,7416.0,2918.0,3741.0,0.0,738.0,15.0,0.0,416.0,326.0,37,063,001806,0.09722222222222222,0.3934735706580367,0.5044498381877023,0.0,0.6065264293419633,0.09951456310679611,0.0020226537216828477,0.0,0.05609492988133765,0.04395900755124056,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,0,1,0,0,0,1,1,1,1,0,0
3196,ugpm,41.55087787,-86.3616260258333,2018-06-18,test,POINT (-86.3616260258333 41.55087787),50967.0,554.0,18,141,012100,18141012100,121,Census Tract 121,G5020,S,109790024.0,1115385.0,+41.5236803,-086.4123069,"Census Tract 121, St. Joseph County, Indiana",58992.0,72250.0,3813.0,321.0,3813.0,3746.0,8.0,8.0,91.0,0.0,0.0,38.0,13.0,18,141,012100,0.08418568056648308,0.982428533962759,0.002098085496984002,0.002098085496984002,0.017571466037241017,0.023865722528193023,0.0,0.0,0.00996590611067401,0.0034093889325990034,0.1353977940350358,0.8154160304485109,0.11340292978278485,0.018515833443743444,0.0025014762801024624,0.00040752405954899696,0.02379922663103573,0.025956979354273726,0.07105641155269542,0.1845839695514892,Indiana,56303.0,71164.0,6665703.0,782759.0,6665703.0,5553391.0,626587.0,151979.0,461850.0,15782.0,2506.0,145747.0,169711.0,0,1,0,0,0,0,0,0,0,0,0,0
3197,ugpq,45.9106588676148,-84.3285462228063,2017-08-08,test,POINT (-84.3285462228063 45.9106588676148),68083.0,2118.0,26,097,990000,26097990000,9900,Census Tract 9900,G5020,S,0.0,1939463824.0,+45.8972084,-084.9607340,"Census Tract 9900, Mackinac County, Michigan",-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,097,990000,,,,,,,,,,,0.14367138361659088,0.7463139951436776,0.1786555735644621,0.02841707301488656,0.005612057461271172,0.00033179447965660296,0.011642459592199953,0.029027046743846187,0.0500706478195578,0.25368600485632253,Michigan,57144.0,72600.0,9965265.0,1270278.0,9965265.0,7813755.0,1374314.0,311721.0,507353.0,53316.0,3099.0,117801.0,291259.0,0,0,0,0,0,0,0,0,0,0,1,1
3198,ugzb,40.7024915402778,-85.935575,2017-05-22,train,POINT (-85.935575 40.7024915402778),51799.0,1386.0,18,169,102900,18169102900,1029,Census Tract 1029,G5020,S,229289887.0,12284556.0,+40.7131582,-085.8198659,"Census Tract 1029, Wabash County, Indiana",61746.0,66290.0,3380.0,133.0,3380.0,3316.0,22.0,26.0,21.0,0.0,0.0,16.0,0.0,18,169,102900,0.039349112426035504,0.9810650887573964,0.00650887573964497,0.007692307692307693,0.01893491124260355,0.00621301775147929,0.0,0.0,0.004733727810650888,0.0,0.1353977940350358,0.8154160304485109,0.11340292978278485,0.018515833443743444,0.0025014762801024624,0.00040752405954899696,0.02379922663103573,0.025956979354273726,0.07105641155269542,0.1845839695514892,Indiana,56303.0,71164.0,6665703.0,782759.0,6665703.0,5553391.0,626587.0,151979.0,461850.0,15782.0,2506.0,145747.0,169711.0,0,1,0,0,0,0,0,0,0,0,0,1
3199,uhck,35.61,-78.998986783504,2021-06-15,train,POINT (-78.99898678350399 35.61),18887.0,544.0,37,037,020702,37037020702,207.02,Census Tract 207.02,G5020,S,230213843.0,33321504.0,+35.6676277,-079.0132905,"Census Tract 207.02, Chatham County, North Carolina",65486.0,91351.0,3996.0,309.0,3996.0,3480.0,350.0,42.0,357.0,0.0,0.0,99.0,25.0,37,037,020702,0.07732732732732733,0.8708708708708709,0.08758758758758758,0.010510510510510511,0.12912912912912913,0.08933933933933934,0.0,0.0,0.024774774774774775,0.006256256256256257,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
3200,uhgv,37.8717,-121.526,2019-06-18,train,POINT (-121.526 37.8717),36852.0,1639.0,06,077,003900,06077003900,39,Census Tract 39,G5020,S,493561616.0,36386064.0,+37.9269437,-121.4574107,"Census Tract 39, San Joaquin County, California",52540.0,56583.0,1518.0,237.0,1518.0,1298.0,0.0,11.0,1059.0,8.0,14.0,91.0,96.0,06,077,003900,0.15612648221343872,0.855072463768116,0.0,0.007246376811594203,0.14492753623188406,0.6976284584980237,0.005270092226613966,0.00922266139657444,0.059947299077733864,0.06324110671936758,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,1,0,1,1,0,0,1
3201,uhln,37.5582,-121.164,2017-04-11,test,POINT (-121.164 37.5582),42403.0,7190.0,06,099,003300,06099003300,33,Census Tract 33,G5020,S,640784431.0,2596432.0,+37.4975520,-121.3425653,"Census Tract 33, Stanislaus County, California",71595.0,70733.0,6076.0,585.0,6076.0,5472.0,175.0,48.0,4092.0,0.0,6.0,361.0,14.0,06,099,003300,0.09628044766293614,0.9005924950625411,0.02880184331797235,0.007899934167215274,0.09940750493745885,0.673469387755102,0.0,0.0009874917709019092,0.05941408821593153,0.002304147465437788,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,0,1,0,0,0,0,0,0,1,0,0,1
3202,uhnv,38.31806,-96.99139,2019-06-17,train,POINT (-96.99139 38.31806),69362.0,340.0,20,115,489700,20115489700,4897,Census Tract 4897,G5020,S,357673864.0,20765772.0,+38.3688222,-096.9926371,"Census Tract 4897, Marion County, Kansas",50449.0,64917.0,2783.0,141.0,2783.0,2686.0,14.0,0.0,85.0,0.0,0.0,14.0,69.0,20,115,489700,0.05066475026949335,0.9651455264103486,0.005030542579949695,0.0,0.03485447358965146,0.030542579949694573,0.0,0.0,0.005030542579949695,0.024793388429752067,0.1152385769408098,0.837549340677714,0.06662244038184784,0.02598334967651838,0.008380882176206432,0.0007868148065627427,0.026483430059549458,0.03419374222160111,0.12462156961095079,0.16245065932228597,Kansas,59597.0,75976.0,2910652.0,305642.0,2910652.0,2455935.0,170291.0,85794.0,345680.0,24010.0,2382.0,71683.0,100557.0,0,1,0,0,0,0,0,0,0,0,0,1
3203,uhpo,35.84,-79.0604027717421,2020-07-10,train,POINT (-79.0604027717421 35.84),18891.0,548.0,37,037,020103,37037020103,201.03,Census Tract 201.03,G5020,S,28470168.0,113719.0,+35.8420429,-079.0539720,"Census Tract 201.03, Chatham County, North Carolina",115729.0,156563.0,4616.0,272.0,4616.0,3542.0,493.0,121.0,1012.0,0.0,0.0,306.0,154.0,37,037,020103,0.058925476603119586,0.7673310225303293,0.10680242634315425,0.02621317157712305,0.23266897746967072,0.21923743500866552,0.0,0.0,0.06629116117850953,0.033362218370883885,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,1,0,0,1,1,1,0,0,0
3204,uhtg,38.7688166936239,-75.1965666611989,2017-11-08,train,POINT (-75.1965666611989 38.7688166936239),1653.0,195.0,10,005,050901,10005050901,509.01,Census Tract 509.01,G5020,S,55673382.0,1443291.0,+38.7916515,-075.2178310,"Census Tract 509.01, Sussex County, Delaware",85385.0,98750.0,2591.0,97.0,2591.0,2465.0,14.0,0.0,97.0,39.0,0.0,0.0,73.0,10,005,050901,0.037437282902354305,0.9513701273639521,0.005403319181783096,0.0,0.04862987263604786,0.037437282902354305,0.015052103434967195,0.0,0.0,0.028174450019297567,0.11134794229986097,0.6911524499921867,0.22311119298549087,0.03507422536826975,0.00399232931081646,0.0005018947689540405,0.01997483968304265,0.026193067891239544,0.09231635562828512,0.3088475500078134,Delaware,68287.0,83127.0,957248.0,99177.0,957248.0,658237.0,212302.0,37009.0,88364.0,3729.0,542.0,18350.0,27079.0,0,1,0,0,1,0,0,1,0,0,0,0
3205,uhtu,35.79,-79.0320277171067,2020-03-11,train,POINT (-79.0320277171067 35.79),18888.0,545.0,37,037,020104,37037020104,201.04,Census Tract 201.04,G5020,S,40951085.0,853237.0,+35.7967143,-079.0528433,"Census Tract 201.04, Chatham County, North Carolina",99811.0,139746.0,5370.0,240.0,5370.0,4959.0,133.0,81.0,241.0,63.0,0.0,8.0,126.0,37,037,020104,0.0446927374301676,0.923463687150838,0.024767225325884545,0.015083798882681564,0.07653631284916201,0.044878957169459964,0.011731843575418994,0.0,0.0014897579143389199,0.02346368715083799,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
3206,uhzo,35.6591601739137,-79.2505749584706,2021-05-24,train,POINT (-79.25057495847059 35.6591601739137),19420.0,1077.0,37,037,020800,37037020800,208,Census Tract 208,G5020,S,181755283.0,14479953.0,+35.7143431,-079.1474408,"Census Tract 208, Chatham County, North Carolina",65282.0,86213.0,9288.0,542.0,9288.0,7414.0,1555.0,109.0,439.0,0.0,0.0,39.0,171.0,37,037,020800,0.05835486649440138,0.7982342807924203,0.16742032730404824,0.01173557278208441,0.20176571920757969,0.04726528854435831,0.0,0.0,0.004198966408268734,0.018410852713178296,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
3207,uich,38.7784833272298,-75.3098166783651,2017-08-09,train,POINT (-75.3098166783651 38.7784833272298),1498.0,40.0,10,005,050803,10005050803,508.03,Census Tract 508.03,G5020,S,45220439.0,833732.0,+38.7601194,-075.2551308,"Census Tract 508.03, Sussex County, Delaware",66888.0,74480.0,8963.0,831.0,8963.0,8316.0,410.0,18.0,217.0,0.0,15.0,99.0,105.0,10,005,050803,0.09271449291531852,0.9278143478745956,0.04574361262969988,0.002008256164230726,0.07218565212540444,0.024210643757670423,0.0,0.0016735468035256054,0.011045408903268994,0.011714827624679236,0.11134794229986097,0.6911524499921867,0.22311119298549087,0.03507422536826975,0.00399232931081646,0.0005018947689540405,0.01997483968304265,0.026193067891239544,0.09231635562828512,0.3088475500078134,Delaware,68287.0,83127.0,957248.0,99177.0,957248.0,658237.0,212302.0,37009.0,88364.0,3729.0,542.0,18350.0,27079.0,0,1,0,0,0,1,0,0,0,0,0,1
3208,uics,39.0803190688889,-86.4308666666667,2021-05-17,train,POINT (-86.4308666666667 39.0803190688889),51336.0,923.0,18,105,001402,18105001402,14.02,Census Tract 14.02,G5020,S,300071008.0,29703276.0,+39.1516032,-086.4241904,"Census Tract 14.02, Monroe County, Indiana",57148.0,59056.0,5683.0,319.0,5683.0,5305.0,32.0,31.0,81.0,28.0,0.0,93.0,194.0,18,105,001402,0.056132324476508885,0.9334858349463312,0.005630828787612177,0.0054548653879992965,0.06651416505366883,0.014253035368643321,0.004926975189160654,0.0,0.016364596163997887,0.034136899524898824,0.1353977940350358,0.8154160304485109,0.11340292978278485,0.018515833443743444,0.0025014762801024624,0.00040752405954899696,0.02379922663103573,0.025956979354273726,0.07105641155269542,0.1845839695514892,Indiana,56303.0,71164.0,6665703.0,782759.0,6665703.0,5553391.0,626587.0,151979.0,461850.0,15782.0,2506.0,145747.0,169711.0,0,1,0,0,1,0,0,1,0,0,0,1
